protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_signature,action_taken,network_segment,log_source,hour,day,week_day,month,browser,device_os,severity_encoded,target
TCP,1340,1,HTTP,1,9,0,Known Pattern A,Logged,Segment B,1,20,17,0,8,Mozilla,Linux,2,DDoS
ICMP,275,1,DNS,1,26,0,Known Pattern A,Blocked,Segment B,1,6,21,3,9,Opera,Windows,1,DDoS
ICMP,852,1,FTP,0,37,0,Known Pattern A,Logged,Segment B,1,9,25,2,6,Mozilla,Windows,0,DDoS
ICMP,1143,1,HTTP,0,41,0,Known Pattern A,Blocked,Segment B,1,5,9,5,10,Mozilla,Windows,1,DDoS
TCP,1347,1,DNS,1,4,1,Known Pattern A,Blocked,Segment B,1,11,24,3,8,Mozilla,Windows,1,DDoS
ICMP,565,1,DNS,0,82,1,Known Pattern B,Blocked,Segment C,1,16,23,3,5,Mozilla,Linux,1,DDoS
TCP,1086,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,13,8,4,4,Mozilla,Macintosh,2,DDoS
TCP,1395,1,DNS,0,2,0,Known Pattern B,Blocked,Segment A,1,12,20,5,6,Mozilla,Windows,1,DDoS
UDP,492,1,DNS,0,44,0,Known Pattern A,Ignored,Segment A,1,18,24,3,6,Mozilla,Windows,0,DDoS
ICMP,858,1,DNS,1,69,1,Known Pattern A,Ignored,Segment A,1,2,7,2,9,Mozilla,Windows,1,DDoS
ICMP,160,1,FTP,1,67,0,Known Pattern A,Ignored,Segment C,1,2,20,2,1,Mozilla,Windows,1,DDoS
TCP,1082,1,DNS,1,88,1,Known Pattern B,Blocked,Segment A,1,15,15,3,7,Opera,Windows,1,DDoS
ICMP,388,1,DNS,0,6,0,Known Pattern A,Logged,Segment A,1,12,15,5,6,Mozilla,Windows,0,DDoS
UDP,475,1,DNS,0,58,0,Known Pattern B,Blocked,Segment A,1,8,16,1,4,Mozilla,Macintosh,1,DDoS
TCP,987,1,DNS,0,18,0,Known Pattern B,Logged,Segment C,1,0,11,3,4,Mozilla,Macintosh,1,DDoS
UDP,265,1,DNS,0,36,0,Known Pattern A,Blocked,Segment B,1,6,22,3,5,Mozilla,Windows,0,DDoS
TCP,1167,1,DNS,0,63,1,Known Pattern A,Logged,Segment B,1,19,19,3,1,Mozilla,Linux,0,DDoS
UDP,725,1,FTP,0,76,0,Known Pattern B,Blocked,Segment B,1,8,17,2,2,Mozilla,Windows,0,DDoS
UDP,1148,1,DNS,0,90,1,Known Pattern A,Blocked,Segment C,1,22,14,0,5,Mozilla,Windows,0,DDoS
ICMP,847,1,DNS,0,35,0,Known Pattern A,Logged,Segment C,1,5,25,3,3,Mozilla,Windows,0,DDoS
ICMP,227,1,FTP,0,15,1,Known Pattern A,Ignored,Segment C,1,13,19,0,8,Mozilla,Windows,0,DDoS
TCP,1353,1,DNS,1,13,0,Known Pattern A,Logged,Segment A,1,19,14,0,9,Mozilla,Linux,1,DDoS
TCP,657,1,DNS,0,32,0,Known Pattern B,Blocked,Segment B,1,8,15,0,6,Opera,Windows,0,DDoS
UDP,269,1,DNS,0,40,1,Known Pattern A,Blocked,Segment B,1,9,22,3,8,Mozilla,Windows,0,DDoS
ICMP,828,1,DNS,1,72,1,Known Pattern A,Logged,Segment A,1,5,17,5,6,Mozilla,Macintosh,1,DDoS
TCP,1415,1,FTP,0,11,0,Known Pattern B,Blocked,Segment A,1,4,9,4,10,Mozilla,Windows,0,DDoS
TCP,1232,1,DNS,0,85,0,Known Pattern B,Logged,Segment A,1,13,6,1,9,Mozilla,Windows,1,DDoS
UDP,985,1,DNS,1,80,1,Known Pattern A,Ignored,Segment A,1,18,24,3,2,Mozilla,iPhone,0,DDoS
UDP,1038,1,DNS,0,12,1,Known Pattern B,Blocked,Segment C,1,10,13,1,7,Mozilla,Windows,1,DDoS
TCP,1323,1,FTP,0,65,1,Known Pattern B,Blocked,Segment B,1,13,12,0,5,Mozilla,Windows,2,DDoS
TCP,1346,1,DNS,0,24,0,Known Pattern A,Logged,Segment B,1,13,19,1,6,Mozilla,Linux,1,DDoS
TCP,1343,1,HTTP,1,4,1,Known Pattern A,Blocked,Segment A,1,15,22,2,8,Mozilla,Linux,1,DDoS
UDP,712,1,FTP,0,65,0,Known Pattern B,Blocked,Segment B,1,17,4,3,2,Opera,Windows,0,DDoS
TCP,1420,1,FTP,0,30,0,Known Pattern B,Blocked,Segment A,1,10,3,5,3,Mozilla,Windows,0,DDoS
TCP,1422,1,DNS,0,60,1,Known Pattern B,Logged,Segment C,1,8,13,0,5,Mozilla,Macintosh,0,DDoS
UDP,1472,1,FTP,0,64,0,Known Pattern B,Ignored,Segment C,1,15,15,0,7,Mozilla,Linux,1,DDoS
TCP,1405,1,FTP,0,85,0,Known Pattern B,Blocked,Segment A,1,20,3,4,6,Mozilla,Macintosh,2,DDoS
UDP,310,1,HTTP,1,39,1,Known Pattern A,Logged,Segment B,1,0,3,1,6,Opera,Linux,1,DDoS
UDP,686,1,HTTP,0,67,0,Known Pattern B,Logged,Segment B,1,17,14,2,2,Opera,Windows,1,DDoS
ICMP,311,1,DNS,0,38,0,Known Pattern A,Blocked,Segment C,1,0,2,1,6,Mozilla,Windows,2,DDoS
ICMP,517,1,DNS,0,75,0,Known Pattern B,Blocked,Segment C,1,5,10,5,1,Mozilla,Linux,1,DDoS
ICMP,518,1,DNS,0,73,0,Known Pattern B,Blocked,Segment C,1,6,10,6,1,Mozilla,Linux,1,DDoS
UDP,710,1,FTP,0,65,0,Known Pattern B,Blocked,Segment B,1,17,3,3,2,Opera,Windows,0,DDoS
UDP,731,1,DNS,0,70,0,Known Pattern B,Blocked,Segment B,1,15,7,2,4,Mozilla,Windows,0,DDoS
ICMP,548,1,DNS,0,71,0,Known Pattern B,Ignored,Segment C,1,20,22,2,9,Mozilla,Linux,1,DDoS
ICMP,433,1,HTTP,0,5,0,Known Pattern B,Ignored,Segment A,1,15,13,1,9,Mozilla,Macintosh,1,DDoS
ICMP,873,1,FTP,1,68,0,Known Pattern A,Blocked,Segment A,1,12,3,2,11,Mozilla,Linux,1,DDoS
TCP,167,1,DNS,0,60,1,Known Pattern B,Ignored,Segment C,1,10,20,3,1,Mozilla,Windows,0,DDoS
UDP,703,1,FTP,0,65,0,Known Pattern B,Blocked,Segment B,1,17,2,3,2,Opera,Windows,0,DDoS
TCP,1334,1,FTP,0,61,1,Known Pattern A,Blocked,Segment B,1,12,17,0,4,Mozilla,Linux,1,DDoS
UDP,1060,1,DNS,0,20,1,Known Pattern B,Ignored,Segment B,1,4,20,5,1,Mozilla,Windows,2,DDoS
UDP,1473,1,DNS,0,65,0,Known Pattern B,Ignored,Segment B,1,9,23,3,2,Mozilla,Linux,1,DDoS
ICMP,178,1,FTP,0,41,0,Known Pattern A,Ignored,Segment C,1,20,3,6,10,Mozilla,Windows,1,DDoS
UDP,963,1,DNS,0,88,0,Known Pattern B,Blocked,Segment B,1,18,7,2,10,Mozilla,iPhone,0,DDoS
TCP,907,1,HTTP,1,18,1,Known Pattern B,Ignored,Segment C,1,8,12,3,10,Mozilla,Macintosh,0,DDoS
UDP,1438,1,FTP,0,88,0,Known Pattern B,Logged,Segment A,1,2,26,2,4,Mozilla,Macintosh,1,DDoS
ICMP,862,1,FTP,0,41,0,Known Pattern A,Logged,Segment B,1,17,25,0,11,Mozilla,Windows,0,DDoS
ICMP,1149,1,HTTP,0,42,0,Known Pattern A,Blocked,Segment B,1,4,9,5,10,Mozilla,Windows,1,DDoS
ICMP,320,1,DNS,0,26,1,Known Pattern A,Blocked,Segment A,1,7,3,1,7,Mozilla,Windows,1,DDoS
UDP,1277,1,HTTP,0,92,0,Known Pattern A,Blocked,Segment B,1,2,2,2,7,Mozilla,Macintosh,1,DDoS
TCP,624,1,DNS,0,57,0,Known Pattern B,Ignored,Segment C,1,4,15,1,10,Mozilla,Windows,1,DDoS
ICMP,1134,1,DNS,0,41,0,Known Pattern A,Blocked,Segment A,1,5,10,5,10,Mozilla,Linux,1,DDoS
TCP,657,1,DNS,0,33,0,Known Pattern B,Blocked,Segment B,1,8,16,0,6,Opera,Windows,0,DDoS
ICMP,367,1,DNS,0,7,1,Known Pattern A,Blocked,Segment B,1,12,13,5,5,Mozilla,Windows,0,DDoS
UDP,985,1,DNS,1,85,1,Known Pattern A,Ignored,Segment C,1,13,24,2,6,Mozilla,iPhone,1,DDoS
UDP,460,1,FTP,0,73,0,Known Pattern B,Blocked,Segment A,1,8,11,2,7,Mozilla,Macintosh,1,DDoS
TCP,1346,1,FTP,0,81,0,Known Pattern A,Blocked,Segment C,1,14,19,2,3,Mozilla,Windows,0,DDoS
ICMP,917,1,FTP,0,90,0,Known Pattern A,Ignored,Segment B,1,20,23,4,5,Mozilla,Linux,1,DDoS
ICMP,836,1,FTP,0,13,0,Known Pattern A,Logged,Segment A,1,13,17,0,10,Mozilla,Windows,0,DDoS
TCP,1046,1,DNS,0,79,0,Known Pattern A,Ignored,Segment B,1,19,5,2,9,Mozilla,Linux,0,DDoS
TCP,999,1,FTP,0,36,0,Known Pattern B,Blocked,Segment A,1,13,25,0,8,Mozilla,Android,2,DDoS
TCP,547,1,DNS,0,69,1,Known Pattern B,Blocked,Segment C,1,11,13,4,9,Mozilla,Linux,2,DDoS
ICMP,829,1,HTTP,0,75,0,Known Pattern A,Blocked,Segment C,1,13,7,3,2,Mozilla,Windows,0,DDoS
ICMP,361,1,DNS,0,5,1,Known Pattern A,Blocked,Segment A,1,14,11,3,7,Mozilla,Windows,0,DDoS
TCP,1227,1,DNS,1,75,1,Known Pattern B,Logged,Segment B,1,20,9,3,9,Mozilla,iPod,0,DDoS
TCP,1243,1,DNS,0,68,0,Known Pattern B,Blocked,Segment A,1,14,2,5,7,Mozilla,Macintosh,0,DDoS
ICMP,302,1,DNS,1,48,1,Known Pattern A,Blocked,Segment C,1,1,10,1,7,Mozilla,Windows,1,DDoS
ICMP,848,1,FTP,0,14,0,Known Pattern A,Blocked,Segment C,1,8,21,1,4,Mozilla,Windows,0,DDoS
ICMP,710,1,FTP,0,62,0,Known Pattern B,Blocked,Segment B,1,17,3,1,4,Mozilla,Linux,0,DDoS
UDP,1058,1,DNS,0,36,1,Known Pattern B,Ignored,Segment C,1,4,23,5,3,Mozilla,Macintosh,1,DDoS
UDP,271,1,FTP,0,24,0,Known Pattern A,Blocked,Segment B,1,3,16,2,9,Mozilla,Windows,1,DDoS
ICMP,528,1,DNS,0,68,0,Known Pattern A,Logged,Segment B,1,2,7,6,2,Mozilla,Linux,0,DDoS
TCP,700,1,HTTP,0,40,0,Known Pattern B,Ignored,Segment A,1,21,28,4,5,Mozilla,Linux,0,DDoS
UDP,1273,1,HTTP,0,80,1,Known Pattern A,Blocked,Segment B,1,8,5,3,9,Mozilla,Windows,0,DDoS
ICMP,592,1,DNS,1,71,0,Known Pattern B,Ignored,Segment A,1,12,26,2,7,Mozilla,Windows,1,DDoS
TCP,1334,1,FTP,0,77,0,Known Pattern B,Blocked,Segment B,1,15,6,2,4,Mozilla,Linux,1,DDoS
UDP,1072,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,8,15,5,3,Mozilla,Macintosh,2,DDoS
TCP,1004,1,FTP,0,20,0,Known Pattern B,Logged,Segment A,1,3,19,2,10,Mozilla,Linux,1,DDoS
TCP,829,1,HTTP,0,45,0,Known Pattern A,Blocked,Segment C,1,18,13,2,9,Mozilla,Windows,0,DDoS
ICMP,302,1,DNS,0,45,0,Known Pattern A,Blocked,Segment B,1,5,13,2,10,Opera,Windows,1,DDoS
UDP,990,1,HTTP,1,92,0,Known Pattern A,Blocked,Segment A,1,7,21,1,7,Opera,Linux,1,DDoS
ICMP,491,1,FTP,0,44,0,Known Pattern B,Ignored,Segment A,1,7,18,3,7,Mozilla,Windows,1,DDoS
UDP,1435,1,FTP,0,61,0,Known Pattern B,Logged,Segment A,1,6,18,3,2,Mozilla,Macintosh,1,DDoS
TCP,1247,1,DNS,0,20,0,Known Pattern B,Logged,Segment A,1,5,5,3,10,Mozilla,Linux,1,DDoS
TCP,475,1,DNS,0,43,0,Known Pattern B,Ignored,Segment A,1,8,22,2,5,Mozilla,Windows,1,DDoS
UDP,690,1,FTP,0,80,0,Known Pattern A,Ignored,Segment B,1,13,5,2,2,Opera,Windows,1,DDoS
ICMP,368,1,HTTP,0,6,0,Known Pattern B,Blocked,Segment A,1,12,13,5,6,Mozilla,Macintosh,0,DDoS
ICMP,1278,1,HTTP,0,49,0,Known Pattern B,Ignored,Segment B,1,9,16,3,10,Mozilla,Windows,0,DDoS
UDP,335,1,DNS,0,7,1,Known Pattern A,Logged,Segment A,1,18,6,1,10,Mozilla,Windows,0,DDoS
TCP,1428,1,FTP,0,67,0,Known Pattern B,Logged,Segment C,1,6,11,1,3,Mozilla,Macintosh,1,DDoS
UDP,730,1,DNS,0,38,0,Known Pattern B,Logged,Segment B,1,12,12,0,11,Mozilla,Linux,1,DDoS
UDP,1275,1,HTTP,0,78,1,Known Pattern A,Blocked,Segment B,1,13,4,5,9,Mozilla,Windows,0,DDoS
ICMP,860,1,FTP,1,94,0,Known Pattern B,Ignored,Segment A,1,22,10,4,11,Mozilla,Windows,2,DDoS
ICMP,858,1,DNS,0,94,0,Known Pattern B,Ignored,Segment A,1,22,12,5,11,Mozilla,Windows,1,DDoS
TCP,728,1,HTTP,0,18,0,Known Pattern A,Blocked,Segment A,1,15,21,4,1,Mozilla,Windows,1,DDoS
ICMP,475,1,DNS,0,82,0,Known Pattern B,Blocked,Segment A,1,19,2,2,2,Mozilla,Windows,1,DDoS
ICMP,184,1,FTP,0,25,1,Known Pattern A,Ignored,Segment C,1,15,13,1,4,Mozilla,Windows,0,DDoS
ICMP,82,1,FTP,0,18,1,Known Pattern A,Blocked,Segment B,1,11,20,5,8,Mozilla,Linux,0,DDoS
ICMP,469,1,FTP,0,37,0,Known Pattern B,Ignored,Segment A,1,19,22,0,3,Mozilla,Windows,0,DDoS
UDP,163,1,FTP,0,36,1,Known Pattern A,Ignored,Segment C,1,13,16,3,4,Mozilla,Windows,1,DDoS
UDP,1281,1,FTP,1,91,1,Known Pattern A,Blocked,Segment B,1,3,3,2,7,Mozilla,Macintosh,1,DDoS
ICMP,849,1,HTTP,0,23,0,Known Pattern A,Ignored,Segment C,1,8,27,2,1,Mozilla,Macintosh,0,DDoS
ICMP,103,1,FTP,0,52,0,Known Pattern A,Ignored,Segment C,1,8,9,6,4,Mozilla,Linux,0,DDoS
ICMP,850,1,FTP,0,36,0,Known Pattern A,Logged,Segment B,1,7,25,2,4,Mozilla,Windows,0,DDoS
UDP,1086,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,13,8,4,4,Mozilla,Windows,2,DDoS
TCP,1295,1,HTTP,0,60,1,Known Pattern A,Ignored,Segment A,1,11,11,2,8,Mozilla,Windows,1,DDoS
ICMP,172,1,FTP,0,39,0,Known Pattern B,Ignored,Segment C,1,18,7,5,7,Mozilla,Windows,1,DDoS
TCP,405,1,HTTP,0,28,0,Known Pattern B,Blocked,Segment A,1,16,12,5,8,Mozilla,Macintosh,2,DDoS
TCP,1318,1,FTP,0,58,1,Known Pattern B,Blocked,Segment B,1,9,26,0,3,Mozilla,Windows,1,DDoS
ICMP,436,1,DNS,0,4,0,Known Pattern B,Blocked,Segment B,1,11,12,3,10,Mozilla,Macintosh,0,DDoS
TCP,1026,1,FTP,0,73,0,Known Pattern A,Ignored,Segment A,1,19,11,2,5,Mozilla,iPod,0,DDoS
UDP,276,1,DNS,0,51,0,Known Pattern A,Blocked,Segment B,1,8,18,4,8,Mozilla,Windows,1,DDoS
ICMP,178,1,FTP,0,36,0,Known Pattern B,Ignored,Segment C,1,20,3,5,9,Mozilla,Windows,0,DDoS
UDP,979,1,DNS,0,91,1,Known Pattern B,Blocked,Segment A,1,21,17,3,3,Mozilla,iPhone,2,DDoS
UDP,741,1,DNS,0,94,0,Known Pattern B,Blocked,Segment B,1,9,10,2,8,Mozilla,Linux,0,DDoS
ICMP,549,1,DNS,0,73,0,Known Pattern A,Logged,Segment B,1,20,23,2,8,Mozilla,Windows,1,DDoS
ICMP,700,1,FTP,0,67,0,Known Pattern A,Ignored,Segment B,1,16,2,2,2,Opera,Windows,1,DDoS
TCP,1319,1,FTP,0,71,0,Known Pattern B,Blocked,Segment B,1,14,6,2,5,Mozilla,Linux,1,DDoS
TCP,1429,1,FTP,0,67,0,Known Pattern B,Logged,Segment C,1,4,11,2,3,Mozilla,Macintosh,1,DDoS
ICMP,567,1,DNS,0,63,1,Known Pattern B,Ignored,Segment C,1,12,15,3,9,Mozilla,Linux,1,DDoS
UDP,147,1,DNS,0,41,0,Known Pattern A,Ignored,Segment C,1,19,14,5,10,Mozilla,Windows,1,DDoS
ICMP,729,1,FTP,0,63,1,Known Pattern B,Blocked,Segment B,1,18,7,2,4,Mozilla,Linux,0,DDoS
TCP,1325,1,FTP,0,60,1,Known Pattern A,Blocked,Segment B,1,11,22,0,4,Mozilla,Linux,1,DDoS
TCP,1053,1,FTP,1,81,1,Known Pattern B,Logged,Segment B,1,19,5,3,10,Mozilla,Linux,1,DDoS
UDP,414,1,HTTP,0,4,0,Known Pattern B,Blocked,Segment A,1,13,18,5,6,Mozilla,Windows,2,DDoS
UDP,109,1,FTP,0,63,0,Known Pattern A,Blocked,Segment C,1,1,22,2,8,Mozilla,Linux,1,DDoS
UDP,719,1,HTTP,0,31,1,Known Pattern B,Ignored,Segment A,1,15,2,2,11,Mozilla,Windows,1,DDoS
TCP,1475,1,DNS,0,23,1,Known Pattern B,Ignored,Segment B,1,11,6,2,1,Mozilla,Linux,1,DDoS
ICMP,1184,1,DNS,0,31,0,Known Pattern A,Logged,Segment A,1,16,8,0,6,Mozilla,Windows,1,DDoS
TCP,1211,1,FTP,0,90,0,Known Pattern B,Logged,Segment B,1,16,13,4,3,Mozilla,iPod,0,DDoS
ICMP,666,1,FTP,0,81,0,Known Pattern A,Logged,Segment C,1,16,5,5,9,Opera,Windows,1,DDoS
TCP,1346,1,DNS,0,20,0,Known Pattern A,Logged,Segment B,1,17,16,0,7,Mozilla,Linux,1,DDoS
UDP,1150,1,DNS,0,92,0,Known Pattern B,Logged,Segment A,1,21,14,0,5,Mozilla,iPod,1,DDoS
TCP,472,1,DNS,0,47,0,Known Pattern B,Ignored,Segment A,1,12,19,0,3,Mozilla,Macintosh,1,DDoS
ICMP,204,1,FTP,0,11,0,Known Pattern A,Ignored,Segment C,1,18,9,0,7,Mozilla,Windows,0,DDoS
UDP,268,1,FTP,0,38,1,Known Pattern A,Logged,Segment B,1,8,22,3,9,Mozilla,Linux,1,DDoS
UDP,1041,1,DNS,0,6,0,Known Pattern B,Ignored,Segment C,1,13,13,4,6,Mozilla,Windows,1,DDoS
ICMP,366,1,DNS,0,37,1,Known Pattern A,Logged,Segment C,1,21,20,2,9,Mozilla,Windows,0,DDoS
TCP,1014,1,FTP,0,73,0,Known Pattern A,Ignored,Segment A,1,12,22,2,5,Mozilla,iPad,0,DDoS
ICMP,1122,1,DNS,0,36,0,Known Pattern A,Blocked,Segment B,1,7,10,5,8,Mozilla,Linux,2,DDoS
UDP,632,1,DNS,0,48,0,Known Pattern B,Blocked,Segment C,1,12,13,3,6,Mozilla,Windows,1,DDoS
UDP,977,1,DNS,0,88,0,Known Pattern A,Ignored,Segment C,1,19,13,2,6,Mozilla,iPhone,0,DDoS
ICMP,830,1,HTTP,0,76,0,Known Pattern A,Blocked,Segment A,1,19,24,5,7,Mozilla,Windows,0,DDoS
UDP,494,1,DNS,0,42,0,Known Pattern A,Ignored,Segment A,1,16,23,3,7,Mozilla,Windows,0,DDoS
ICMP,1297,1,HTTP,0,16,1,Known Pattern A,Logged,Segment A,1,18,16,1,7,Mozilla,Windows,0,DDoS
ICMP,563,1,DNS,0,58,0,Known Pattern B,Ignored,Segment C,1,21,21,2,9,Mozilla,Linux,1,DDoS
ICMP,958,1,HTTP,0,33,0,Known Pattern B,Ignored,Segment C,1,1,9,5,6,Mozilla,Linux,0,DDoS
UDP,1315,1,FTP,0,59,1,Known Pattern A,Blocked,Segment C,1,8,29,1,3,Mozilla,Windows,0,DDoS
ICMP,389,1,HTTP,0,38,1,Known Pattern B,Blocked,Segment A,1,18,17,4,9,Mozilla,Windows,1,DDoS
ICMP,856,1,HTTP,1,5,0,Known Pattern B,Blocked,Segment C,1,7,9,0,8,Mozilla,iPod,1,DDoS
UDP,942,1,FTP,0,60,1,Known Pattern B,Ignored,Segment B,1,12,3,1,4,Mozilla,Linux,1,DDoS
UDP,89,1,FTP,0,46,0,Known Pattern A,Blocked,Segment A,1,3,11,5,7,Mozilla,Linux,1,DDoS
ICMP,433,1,HTTP,0,3,0,Known Pattern B,Blocked,Segment C,1,5,13,5,10,Mozilla,Windows,0,DDoS
UDP,723,1,FTP,0,57,0,Known Pattern B,Blocked,Segment B,1,17,6,0,7,Opera,Windows,0,DDoS
ICMP,678,1,DNS,0,74,0,Known Pattern B,Ignored,Segment B,1,17,8,3,6,Opera,Windows,1,DDoS
UDP,1326,1,HTTP,0,60,1,Known Pattern B,Logged,Segment B,1,11,22,0,4,Mozilla,Windows,1,DDoS
UDP,1160,1,DNS,0,93,0,Known Pattern B,Ignored,Segment C,1,16,15,0,5,Mozilla,iPod,1,DDoS
TCP,1012,1,FTP,0,84,0,Known Pattern A,Ignored,Segment A,1,13,8,1,2,Mozilla,iPad,0,DDoS
TCP,728,1,HTTP,0,17,0,Known Pattern A,Ignored,Segment A,1,14,23,5,1,Mozilla,Linux,0,DDoS
TCP,1014,1,DNS,0,71,1,Known Pattern A,Ignored,Segment B,1,10,29,4,7,Mozilla,Linux,0,DDoS
TCP,1071,1,HTTP,1,87,1,Known Pattern B,Logged,Segment C,1,12,10,3,7,Mozilla,Linux,1,DDoS
ICMP,1148,1,DNS,1,66,0,Known Pattern A,Ignored,Segment B,1,15,17,1,7,Mozilla,Windows,0,DDoS
ICMP,91,1,FTP,0,46,0,Known Pattern A,Ignored,Segment B,1,4,10,6,6,Mozilla,Linux,0,DDoS
TCP,426,1,DNS,0,91,0,Known Pattern B,Blocked,Segment A,1,3,10,3,3,Mozilla,Macintosh,0,DDoS
ICMP,73,1,FTP,0,22,0,Known Pattern A,Blocked,Segment B,1,11,23,4,10,Mozilla,Linux,0,DDoS
UDP,1262,1,HTTP,0,72,0,Known Pattern B,Blocked,Segment A,1,15,6,4,5,Mozilla,Windows,1,DDoS
ICMP,530,1,HTTP,0,63,1,Known Pattern A,Logged,Segment C,1,18,17,5,9,Mozilla,Linux,2,DDoS
TCP,1049,1,DNS,0,10,0,Known Pattern B,Blocked,Segment C,1,14,18,5,4,Mozilla,Macintosh,2,DDoS
TCP,662,1,DNS,0,21,0,Known Pattern B,Ignored,Segment B,1,13,2,0,10,Opera,Windows,0,DDoS
TCP,886,1,FTP,1,9,1,Known Pattern B,Ignored,Segment C,1,11,12,1,7,Mozilla,Macintosh,0,DDoS
UDP,1275,1,HTTP,0,77,0,Known Pattern B,Ignored,Segment A,1,14,3,5,9,Mozilla,Macintosh,0,DDoS
UDP,676,1,DNS,0,20,1,Known Pattern A,Ignored,Segment B,1,6,20,1,3,Mozilla,Windows,0,DDoS
UDP,270,1,FTP,0,26,0,Known Pattern A,Blocked,Segment B,1,4,22,3,9,Mozilla,Windows,1,DDoS
TCP,1229,1,DNS,0,63,0,Known Pattern B,Blocked,Segment B,1,13,4,4,9,Mozilla,Windows,0,DDoS
ICMP,291,1,DNS,0,58,1,Known Pattern A,Blocked,Segment C,1,4,19,2,9,Mozilla,Windows,0,DDoS
ICMP,180,1,FTP,0,34,0,Known Pattern A,Blocked,Segment C,1,20,3,5,9,Mozilla,Windows,0,DDoS
ICMP,828,1,HTTP,0,84,1,Known Pattern A,Blocked,Segment A,1,11,23,5,7,Mozilla,Windows,1,DDoS
TCP,1376,1,DNS,1,3,0,Known Pattern B,Blocked,Segment A,1,17,12,1,12,Mozilla,Windows,0,DDoS
TCP,1072,1,HTTP,1,87,1,Known Pattern B,Logged,Segment C,1,15,12,3,7,Mozilla,Linux,1,DDoS
UDP,235,1,FTP,0,71,0,Known Pattern A,Blocked,Segment B,1,3,21,4,2,Mozilla,Macintosh,2,DDoS
UDP,1014,1,DNS,0,24,0,Known Pattern B,Ignored,Segment C,1,15,17,0,10,Mozilla,Windows,1,DDoS
ICMP,464,1,DNS,0,56,1,Known Pattern B,Blocked,Segment A,1,10,22,3,7,Mozilla,Macintosh,0,DDoS
UDP,360,1,DNS,0,5,1,Known Pattern A,Blocked,Segment A,1,14,11,3,7,Mozilla,Windows,0,DDoS
UDP,1295,1,FTP,1,80,1,Known Pattern A,Blocked,Segment B,1,7,5,2,6,Mozilla,Macintosh,1,DDoS
TCP,963,1,DNS,0,19,1,Known Pattern B,Blocked,Segment C,1,5,19,1,9,Mozilla,iPod,1,DDoS
UDP,990,1,DNS,1,92,0,Known Pattern A,Ignored,Segment A,1,7,21,1,8,Mozilla,iPhone,1,DDoS
TCP,1011,1,DNS,0,14,0,Known Pattern B,Logged,Segment C,1,2,17,3,10,Mozilla,Macintosh,1,DDoS
ICMP,406,1,HTTP,0,5,0,Known Pattern B,Ignored,Segment A,1,13,18,5,6,Mozilla,Macintosh,1,DDoS
ICMP,724,1,FTP,0,47,1,Known Pattern B,Ignored,Segment B,1,16,5,1,9,Mozilla,Linux,0,DDoS
TCP,1202,1,FTP,0,94,0,Known Pattern B,Logged,Segment A,1,3,15,2,5,Mozilla,iPod,1,DDoS
TCP,1169,1,DNS,1,67,1,Known Pattern B,Blocked,Segment A,1,19,19,4,1,Mozilla,Windows,0,DDoS
UDP,148,1,DNS,1,84,0,Known Pattern B,Blocked,Segment A,1,19,29,4,9,Mozilla,Linux,1,DDoS
TCP,847,1,DNS,0,89,0,Known Pattern A,Blocked,Segment A,1,22,9,3,8,Mozilla,Windows,1,DDoS
TCP,1052,1,DNS,0,8,0,Known Pattern B,Blocked,Segment C,1,13,13,5,5,Mozilla,Macintosh,2,DDoS
ICMP,1181,1,DNS,0,40,0,Known Pattern A,Logged,Segment B,1,2,6,5,11,Mozilla,Linux,0,DDoS
ICMP,461,1,HTTP,0,33,0,Known Pattern B,Blocked,Segment C,1,18,21,0,2,Mozilla,Windows,1,DDoS
ICMP,1412,1,FTP,0,75,0,Known Pattern B,Logged,Segment B,1,17,6,2,4,Mozilla,Macintosh,1,DDoS
TCP,1370,1,DNS,0,85,0,Known Pattern B,Logged,Segment A,1,6,4,2,9,Mozilla,Linux,1,DDoS
TCP,1052,1,DNS,1,81,1,Known Pattern A,Ignored,Segment B,1,19,5,3,10,Mozilla,iPad,1,DDoS
TCP,1311,1,HTTP,0,59,1,Known Pattern A,Ignored,Segment C,1,8,25,1,3,Mozilla,Windows,1,DDoS
ICMP,566,1,DNS,0,83,1,Known Pattern B,Ignored,Segment A,1,19,26,3,4,Mozilla,Windows,1,DDoS
TCP,662,1,DNS,1,19,0,Known Pattern B,Ignored,Segment B,1,13,3,0,10,Opera,Windows,0,DDoS
ICMP,439,1,HTTP,0,5,1,Known Pattern B,Blocked,Segment C,1,15,11,1,10,Mozilla,Windows,1,DDoS
ICMP,284,1,DNS,0,55,1,Known Pattern A,Blocked,Segment C,1,6,18,3,9,Mozilla,Windows,1,DDoS
TCP,733,1,FTP,0,72,1,Known Pattern B,Blocked,Segment A,1,17,10,3,5,Mozilla,Linux,0,DDoS
UDP,1061,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,4,20,5,2,Mozilla,Windows,2,DDoS
ICMP,573,1,DNS,0,82,0,Known Pattern B,Blocked,Segment A,1,19,30,3,3,Mozilla,Linux,1,DDoS
