protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_signature,action_taken,network_segment,log_source,hour,day,week_day,month,browser,device_os,severity_encoded,target
TCP,177,1,FTP,1,47,0,Known Pattern B,Ignored,Segment C,1,5,16,3,3,Opera,Windows,2,Intrusion
UDP,938,1,FTP,0,84,1,Known Pattern B,Ignored,Segment A,1,6,13,4,8,Mozilla,Windows,2,Intrusion
UDP,1337,1,FTP,0,48,1,Known Pattern B,Logged,Segment A,1,0,6,0,7,Opera,Linux,1,Intrusion
TCP,1272,1,HTTP,1,5,1,Known Pattern A,Logged,Segment C,1,21,28,6,2,Opera,Windows,1,Intrusion
UDP,418,1,DNS,0,16,0,Known Pattern A,Ignored,Segment B,1,17,10,0,10,Mozilla,iPod,1,Intrusion
UDP,1202,1,FTP,1,15,0,Known Pattern B,Blocked,Segment C,1,1,16,3,4,Mozilla,iPhone,2,Intrusion
ICMP,305,1,HTTP,0,43,1,Known Pattern B,Logged,Segment A,1,3,1,1,2,Opera,Linux,0,Intrusion
TCP,173,1,FTP,1,87,0,Known Pattern B,Logged,Segment B,1,3,17,3,6,Mozilla,Macintosh,0,Intrusion
ICMP,965,1,FTP,1,13,1,Known Pattern B,Blocked,Segment B,1,14,24,6,5,Mozilla,Linux,0,Intrusion
ICMP,1355,1,HTTP,1,35,1,Known Pattern B,Blocked,Segment C,1,19,11,2,1,Mozilla,Windows,2,Intrusion
UDP,167,1,FTP,0,79,0,Known Pattern A,Blocked,Segment C,1,20,15,4,5,Mozilla,Windows,1,Intrusion
UDP,849,1,DNS,0,1,0,Known Pattern B,Ignored,Segment C,1,23,28,2,6,Mozilla,Macintosh,2,Intrusion
UDP,1401,1,DNS,0,78,1,Known Pattern A,Ignored,Segment C,1,8,4,5,6,Mozilla,Linux,1,Intrusion
ICMP,1208,1,FTP,0,43,0,Known Pattern A,Blocked,Segment A,1,0,15,0,5,Opera,Windows,0,Intrusion
UDP,1055,1,DNS,1,28,0,Known Pattern B,Blocked,Segment A,1,18,23,2,2,Opera,Linux,2,Intrusion
ICMP,542,1,DNS,0,35,1,Known Pattern B,Ignored,Segment C,1,6,14,1,4,Opera,Windows,0,Intrusion
TCP,598,1,HTTP,1,39,0,Known Pattern B,Blocked,Segment A,1,20,27,5,6,Mozilla,Windows,1,Intrusion
UDP,70,1,HTTP,0,63,1,Known Pattern A,Logged,Segment B,1,18,24,4,4,Opera,Windows,0,Intrusion
UDP,479,1,DNS,1,85,0,Known Pattern A,Logged,Segment A,1,8,30,3,6,Mozilla,Windows,0,Intrusion
TCP,1345,1,FTP,0,100,1,Known Pattern A,Ignored,Segment A,1,20,20,0,9,Mozilla,Macintosh,0,Intrusion
TCP,66,1,FTP,1,64,1,Known Pattern B,Ignored,Segment C,1,20,20,6,8,Mozilla,iPhone,0,Intrusion
UDP,679,1,DNS,0,45,1,Known Pattern B,Ignored,Segment C,1,15,30,2,9,Mozilla,iPhone,2,Intrusion
TCP,654,1,HTTP,0,95,1,Known Pattern B,Blocked,Segment B,1,10,29,0,5,Opera,Linux,0,Intrusion
UDP,1016,1,FTP,1,74,1,Known Pattern A,Logged,Segment A,1,14,27,0,1,Opera,Windows,2,Intrusion
TCP,1127,1,FTP,0,82,1,Known Pattern B,Blocked,Segment A,1,15,17,2,6,Mozilla,Windows,0,Intrusion
UDP,663,1,DNS,0,58,0,Known Pattern A,Logged,Segment C,1,10,10,4,1,Mozilla,Windows,0,Intrusion
TCP,302,1,FTP,0,12,0,Known Pattern A,Ignored,Segment C,1,19,16,4,9,Opera,Windows,0,Intrusion
ICMP,1281,1,DNS,0,96,1,Known Pattern A,Blocked,Segment A,1,7,14,3,4,Opera,Windows,0,Intrusion
UDP,1073,1,FTP,0,17,1,Known Pattern A,Blocked,Segment C,1,20,7,2,9,Mozilla,Macintosh,0,Intrusion
ICMP,1160,1,FTP,1,87,1,Known Pattern A,Ignored,Segment C,1,2,5,1,5,Mozilla,iPod,2,Intrusion
TCP,1479,1,HTTP,1,68,1,Known Pattern B,Ignored,Segment A,1,20,24,4,7,Mozilla,Macintosh,0,Intrusion
UDP,487,1,DNS,1,45,1,Known Pattern B,Blocked,Segment B,1,14,4,1,1,Opera,Linux,0,Intrusion
UDP,1356,1,FTP,0,34,0,Known Pattern B,Logged,Segment A,1,4,9,1,2,Mozilla,iPod,0,Intrusion
TCP,1118,1,FTP,1,11,0,Known Pattern A,Ignored,Segment C,1,6,14,6,3,Mozilla,iPod,1,Intrusion
UDP,1435,1,FTP,0,2,0,Known Pattern A,Logged,Segment C,1,10,12,0,4,Mozilla,Macintosh,2,Intrusion
UDP,561,1,FTP,0,96,0,Known Pattern A,Logged,Segment A,1,5,31,1,1,Mozilla,Android,2,Intrusion
ICMP,1312,1,FTP,1,44,1,Known Pattern B,Blocked,Segment A,1,17,3,1,1,Opera,Linux,2,Intrusion
TCP,934,1,DNS,0,49,1,Known Pattern B,Logged,Segment C,1,13,23,2,8,Mozilla,iPhone,1,Intrusion
ICMP,1271,1,HTTP,0,0,1,Known Pattern B,Logged,Segment A,1,6,14,3,4,Mozilla,Macintosh,1,Intrusion
ICMP,1106,1,FTP,0,30,0,Known Pattern B,Blocked,Segment B,1,1,29,2,6,Mozilla,Macintosh,2,Intrusion
TCP,1439,1,FTP,1,83,0,Known Pattern A,Blocked,Segment A,1,22,7,3,4,Mozilla,Windows,0,Intrusion
ICMP,1032,1,DNS,0,3,1,Known Pattern B,Blocked,Segment A,1,0,3,6,9,Mozilla,Linux,0,Intrusion
UDP,1239,1,FTP,1,4,1,Known Pattern B,Logged,Segment A,1,10,13,4,3,Opera,Linux,1,Intrusion
ICMP,1177,1,DNS,1,0,0,Known Pattern A,Logged,Segment A,1,19,4,1,10,Mozilla,Macintosh,1,Intrusion
TCP,1044,1,DNS,1,86,0,Known Pattern B,Logged,Segment C,1,11,8,6,3,Mozilla,Windows,1,Intrusion
TCP,429,1,HTTP,1,11,0,Known Pattern B,Blocked,Segment C,1,0,22,1,12,Mozilla,Windows,1,Intrusion
TCP,395,1,FTP,0,61,1,Known Pattern B,Ignored,Segment C,1,6,1,1,2,Mozilla,iPad,1,Intrusion
UDP,1457,1,DNS,1,90,1,Known Pattern A,Ignored,Segment A,1,13,30,3,9,Mozilla,Windows,1,Intrusion
UDP,1013,1,DNS,0,88,0,Known Pattern B,Logged,Segment A,1,4,13,6,8,Mozilla,Android,0,Intrusion
TCP,884,1,HTTP,0,55,0,Known Pattern B,Ignored,Segment B,1,15,7,5,10,Opera,Windows,2,Intrusion
ICMP,1466,1,HTTP,0,11,0,Known Pattern B,Logged,Segment C,1,19,11,4,3,Mozilla,Macintosh,2,Intrusion
TCP,1322,1,FTP,0,23,1,Known Pattern B,Logged,Segment B,1,23,22,2,4,Opera,Linux,2,Intrusion
ICMP,364,1,DNS,0,87,0,Known Pattern B,Ignored,Segment B,1,6,12,4,5,Opera,Windows,2,Intrusion
UDP,1120,1,FTP,1,44,0,Known Pattern B,Blocked,Segment B,1,9,13,1,7,Opera,Windows,2,Intrusion
TCP,193,1,HTTP,1,49,1,Known Pattern B,Blocked,Segment B,1,17,27,3,8,Mozilla,Windows,2,Intrusion
TCP,1198,1,DNS,1,37,0,Known Pattern A,Ignored,Segment B,1,14,2,4,4,Mozilla,Macintosh,0,Intrusion
ICMP,1013,1,DNS,1,10,0,Known Pattern B,Ignored,Segment A,1,17,19,2,5,Opera,Linux,2,Intrusion
ICMP,693,1,HTTP,0,51,0,Known Pattern B,Logged,Segment B,1,6,18,5,9,Mozilla,Windows,1,Intrusion
ICMP,1459,1,DNS,0,69,1,Known Pattern B,Blocked,Segment A,1,21,18,0,1,Mozilla,Windows,2,Intrusion
ICMP,373,1,DNS,1,47,1,Known Pattern A,Blocked,Segment B,1,21,24,3,9,Mozilla,Windows,1,Intrusion
UDP,120,1,DNS,0,81,0,Known Pattern B,Logged,Segment B,1,12,1,1,11,Mozilla,Macintosh,2,Intrusion
ICMP,545,1,DNS,1,12,0,Known Pattern A,Logged,Segment A,1,4,9,2,8,Mozilla,Macintosh,2,Intrusion
ICMP,684,1,FTP,1,89,1,Known Pattern B,Logged,Segment A,1,1,15,1,8,Mozilla,Android,0,Intrusion
ICMP,349,1,HTTP,1,40,0,Known Pattern B,Logged,Segment A,1,18,19,5,2,Mozilla,iPhone,0,Intrusion
ICMP,133,1,FTP,1,80,0,Known Pattern B,Logged,Segment A,1,17,11,4,9,Mozilla,Windows,0,Intrusion
ICMP,1377,1,FTP,0,27,1,Known Pattern A,Ignored,Segment A,1,19,23,1,6,Mozilla,Windows,1,Intrusion
ICMP,390,1,FTP,1,87,0,Known Pattern B,Logged,Segment C,1,12,22,2,12,Mozilla,Macintosh,1,Intrusion
UDP,1338,1,HTTP,1,75,0,Known Pattern A,Logged,Segment A,1,19,13,3,8,Mozilla,Windows,2,Intrusion
TCP,646,1,FTP,0,13,1,Known Pattern B,Blocked,Segment A,1,19,15,3,4,Mozilla,Windows,1,Intrusion
ICMP,64,1,FTP,1,30,1,Known Pattern A,Blocked,Segment C,1,11,31,5,12,Mozilla,Macintosh,0,Intrusion
UDP,1472,1,DNS,1,82,1,Known Pattern B,Ignored,Segment C,1,11,2,6,10,Mozilla,Linux,0,Intrusion
UDP,910,1,FTP,0,67,0,Known Pattern B,Ignored,Segment B,1,19,23,4,10,Mozilla,Windows,2,Intrusion
TCP,200,1,HTTP,0,78,1,Known Pattern A,Ignored,Segment C,1,4,7,4,10,Mozilla,Windows,0,Intrusion
UDP,1491,1,FTP,1,19,1,Known Pattern B,Ignored,Segment B,1,15,22,6,1,Mozilla,Macintosh,1,Intrusion
UDP,778,1,FTP,1,1,0,Known Pattern A,Blocked,Segment C,1,12,28,4,8,Mozilla,Linux,0,Intrusion
ICMP,942,1,FTP,0,95,1,Known Pattern B,Logged,Segment C,1,15,19,2,5,Mozilla,Macintosh,1,Intrusion
ICMP,528,1,FTP,1,41,0,Known Pattern B,Blocked,Segment A,1,16,18,5,9,Mozilla,Windows,1,Intrusion
TCP,564,1,FTP,0,94,0,Known Pattern A,Ignored,Segment C,1,15,28,3,7,Mozilla,Macintosh,0,Intrusion
ICMP,1059,1,FTP,1,41,0,Known Pattern A,Blocked,Segment B,1,21,12,3,8,Opera,Windows,1,Intrusion
TCP,814,1,DNS,1,16,1,Known Pattern A,Ignored,Segment A,1,11,30,3,4,Mozilla,Macintosh,1,Intrusion
ICMP,1232,1,HTTP,1,79,1,Known Pattern B,Logged,Segment C,1,16,16,0,5,Mozilla,Windows,1,Intrusion
UDP,342,1,HTTP,1,10,1,Known Pattern A,Logged,Segment B,1,9,5,4,3,Mozilla,iPad,2,Intrusion
TCP,269,1,DNS,0,45,0,Known Pattern A,Logged,Segment A,1,1,12,2,7,Mozilla,iPad,2,Intrusion
UDP,1164,1,FTP,0,19,0,Known Pattern A,Logged,Segment A,1,5,16,6,5,Mozilla,iPod,0,Intrusion
ICMP,341,1,HTTP,0,1,1,Known Pattern A,Ignored,Segment A,1,23,8,1,11,Mozilla,Windows,0,Intrusion
UDP,249,1,FTP,0,89,1,Known Pattern B,Ignored,Segment A,1,13,5,6,9,Mozilla,Windows,1,Intrusion
ICMP,1064,1,HTTP,0,55,1,Known Pattern A,Logged,Segment B,1,3,10,3,6,Mozilla,Linux,2,Intrusion
TCP,1491,1,FTP,0,76,0,Known Pattern B,Blocked,Segment C,1,18,6,1,12,Mozilla,Windows,0,Intrusion
ICMP,759,1,HTTP,0,44,0,Known Pattern A,Ignored,Segment A,1,19,11,2,1,Opera,Windows,1,Intrusion
TCP,1492,1,DNS,1,82,0,Known Pattern B,Blocked,Segment B,1,11,28,1,4,Mozilla,Windows,0,Intrusion
TCP,1346,1,FTP,0,72,0,Known Pattern B,Ignored,Segment A,1,12,16,3,6,Mozilla,Linux,1,Intrusion
TCP,1161,1,HTTP,1,92,1,Known Pattern A,Logged,Segment B,1,9,13,1,12,Mozilla,iPod,2,Intrusion
TCP,1029,1,DNS,1,2,1,Known Pattern B,Ignored,Segment B,1,8,3,2,5,Mozilla,iPod,0,Intrusion
TCP,348,1,DNS,0,93,1,Known Pattern A,Ignored,Segment B,1,3,31,5,7,Mozilla,Windows,2,Intrusion
UDP,571,1,FTP,0,92,0,Known Pattern A,Blocked,Segment C,1,23,17,4,12,Mozilla,iPod,2,Intrusion
ICMP,701,1,DNS,1,39,1,Known Pattern A,Ignored,Segment A,1,4,9,5,10,Mozilla,Linux,0,Intrusion
ICMP,192,1,DNS,1,10,1,Known Pattern B,Ignored,Segment A,1,0,2,1,11,Mozilla,Windows,2,Intrusion
UDP,1485,1,FTP,1,27,1,Known Pattern A,Ignored,Segment A,1,17,25,0,9,Mozilla,iPad,2,Intrusion
UDP,447,1,HTTP,1,59,0,Known Pattern B,Logged,Segment C,1,21,8,6,11,Opera,Linux,1,Intrusion
TCP,915,1,HTTP,1,19,1,Known Pattern B,Blocked,Segment C,1,9,10,4,12,Mozilla,Macintosh,0,Intrusion
TCP,910,1,DNS,1,94,0,Known Pattern B,Blocked,Segment A,1,5,11,4,2,Mozilla,iPad,1,Intrusion
UDP,1201,1,FTP,1,20,1,Known Pattern B,Blocked,Segment B,1,22,22,2,4,Mozilla,Windows,0,Intrusion
TCP,475,1,HTTP,0,9,1,Known Pattern A,Blocked,Segment B,1,8,31,1,8,Mozilla,iPad,2,Intrusion
ICMP,771,1,HTTP,1,27,1,Known Pattern A,Blocked,Segment C,1,17,24,2,6,Mozilla,Linux,2,Intrusion
UDP,1167,1,HTTP,0,24,0,Known Pattern B,Logged,Segment C,1,16,3,3,11,Mozilla,Windows,0,Intrusion
TCP,912,1,FTP,1,36,0,Known Pattern B,Logged,Segment C,1,6,9,0,11,Mozilla,iPod,2,Intrusion
TCP,370,1,HTTP,1,99,0,Known Pattern A,Blocked,Segment A,1,0,12,1,9,Mozilla,Windows,2,Intrusion
UDP,768,1,HTTP,0,4,0,Known Pattern A,Ignored,Segment A,1,2,24,4,12,Mozilla,iPod,0,Intrusion
ICMP,615,1,DNS,0,5,0,Known Pattern B,Ignored,Segment B,1,22,13,1,12,Mozilla,Android,2,Intrusion
TCP,666,1,FTP,0,56,1,Known Pattern B,Logged,Segment A,1,21,1,3,9,Mozilla,Windows,0,Intrusion
ICMP,1108,1,HTTP,0,94,1,Known Pattern A,Blocked,Segment B,1,23,4,2,8,Mozilla,Windows,2,Intrusion
UDP,1427,1,HTTP,1,62,0,Known Pattern A,Logged,Segment C,1,1,21,4,2,Mozilla,Linux,1,Intrusion
TCP,1197,1,FTP,0,36,1,Known Pattern B,Blocked,Segment C,1,5,7,0,9,Mozilla,iPhone,2,Intrusion
TCP,246,1,DNS,1,92,1,Known Pattern B,Logged,Segment A,1,10,22,0,5,Mozilla,iPad,2,Intrusion
TCP,302,1,DNS,0,7,1,Known Pattern A,Logged,Segment B,1,10,27,3,5,Mozilla,Windows,1,Intrusion
TCP,581,1,HTTP,0,81,1,Known Pattern B,Ignored,Segment C,1,8,22,1,12,Opera,Windows,2,Intrusion
ICMP,950,1,HTTP,0,96,0,Known Pattern A,Ignored,Segment B,1,4,26,1,7,Mozilla,Linux,1,Intrusion
TCP,990,1,HTTP,0,55,0,Known Pattern A,Logged,Segment A,1,10,1,2,2,Mozilla,Macintosh,1,Intrusion
ICMP,432,1,HTTP,1,33,0,Known Pattern B,Logged,Segment C,1,6,23,3,3,Opera,Linux,1,Intrusion
TCP,95,1,HTTP,0,87,0,Known Pattern A,Logged,Segment B,1,17,12,0,4,Mozilla,Windows,2,Intrusion
UDP,1348,1,DNS,1,37,0,Known Pattern B,Logged,Segment B,1,2,7,1,1,Mozilla,Macintosh,2,Intrusion
ICMP,851,1,HTTP,0,16,1,Known Pattern A,Blocked,Segment A,1,10,24,2,8,Mozilla,iPad,0,Intrusion
UDP,343,1,DNS,1,49,0,Known Pattern B,Logged,Segment B,1,0,1,1,12,Mozilla,Linux,2,Intrusion
ICMP,780,1,DNS,1,58,1,Known Pattern B,Blocked,Segment A,1,5,11,6,10,Mozilla,Windows,1,Intrusion
TCP,773,1,HTTP,1,59,1,Known Pattern B,Blocked,Segment B,1,7,31,1,8,Mozilla,Windows,0,Intrusion
TCP,1198,1,DNS,1,73,1,Known Pattern B,Blocked,Segment B,1,19,26,1,10,Mozilla,Linux,1,Intrusion
UDP,729,1,HTTP,0,25,1,Known Pattern B,Blocked,Segment B,1,5,5,3,10,Mozilla,Windows,2,Intrusion
ICMP,609,1,FTP,0,70,1,Known Pattern B,Ignored,Segment A,1,10,10,4,1,Opera,Linux,1,Intrusion
ICMP,1366,1,DNS,1,46,1,Known Pattern A,Ignored,Segment A,1,2,28,0,8,Mozilla,Windows,0,Intrusion
ICMP,115,1,HTTP,0,85,1,Known Pattern B,Blocked,Segment B,1,2,19,3,8,Mozilla,Macintosh,0,Intrusion
TCP,1069,1,FTP,0,72,1,Known Pattern B,Blocked,Segment C,1,7,4,2,10,Mozilla,Windows,2,Intrusion
ICMP,1233,1,DNS,1,68,1,Known Pattern A,Logged,Segment B,1,6,6,0,12,Mozilla,Windows,2,Intrusion
ICMP,560,1,HTTP,1,74,1,Known Pattern B,Logged,Segment A,1,22,9,4,10,Mozilla,iPod,0,Intrusion
UDP,1172,1,FTP,0,28,0,Known Pattern B,Blocked,Segment B,1,9,20,4,11,Mozilla,Macintosh,2,Intrusion
ICMP,450,1,DNS,1,7,1,Known Pattern A,Blocked,Segment A,1,23,27,3,8,Mozilla,iPhone,1,Intrusion
TCP,1082,1,DNS,1,98,0,Known Pattern A,Ignored,Segment A,1,14,17,4,6,Mozilla,iPhone,1,Intrusion
ICMP,909,1,FTP,1,69,1,Known Pattern A,Ignored,Segment C,1,11,7,6,2,Mozilla,Macintosh,2,Intrusion
ICMP,255,1,FTP,0,78,1,Known Pattern A,Logged,Segment B,1,5,12,6,1,Mozilla,Windows,1,Intrusion
TCP,1084,1,HTTP,1,17,0,Known Pattern A,Ignored,Segment B,1,19,3,5,6,Mozilla,Windows,2,Intrusion
UDP,920,1,DNS,0,28,1,Known Pattern B,Logged,Segment A,1,21,8,5,5,Opera,Linux,2,Intrusion
UDP,409,1,DNS,1,33,0,Known Pattern B,Ignored,Segment C,1,11,17,4,3,Mozilla,Windows,2,Intrusion
TCP,464,1,HTTP,1,28,0,Known Pattern A,Ignored,Segment B,1,6,26,0,4,Opera,Windows,2,Intrusion
ICMP,157,1,FTP,0,28,1,Known Pattern A,Logged,Segment C,1,2,15,0,2,Mozilla,iPod,0,Intrusion
TCP,616,1,HTTP,1,53,0,Known Pattern A,Logged,Segment C,1,1,15,0,8,Mozilla,Windows,2,Intrusion
TCP,457,1,DNS,0,0,0,Known Pattern B,Logged,Segment A,1,13,6,1,7,Opera,Windows,2,Intrusion
ICMP,1073,1,FTP,0,40,1,Known Pattern B,Logged,Segment C,1,21,9,3,7,Mozilla,Windows,1,Intrusion
UDP,1069,1,DNS,1,61,1,Known Pattern B,Ignored,Segment A,1,6,4,5,4,Mozilla,iPad,2,Intrusion
UDP,279,1,HTTP,0,68,1,Known Pattern B,Ignored,Segment A,1,1,22,4,7,Mozilla,Windows,0,Intrusion
ICMP,295,1,HTTP,0,22,1,Known Pattern B,Blocked,Segment A,1,9,11,2,3,Mozilla,Windows,1,Intrusion
TCP,1257,1,HTTP,0,97,0,Known Pattern B,Ignored,Segment C,1,22,9,1,3,Mozilla,Macintosh,0,Intrusion
TCP,862,1,FTP,0,43,1,Known Pattern A,Ignored,Segment C,1,12,12,3,1,Mozilla,Windows,2,Intrusion
ICMP,356,1,HTTP,1,58,0,Known Pattern B,Ignored,Segment A,1,0,13,0,7,Mozilla,Macintosh,0,Intrusion
ICMP,1282,1,FTP,0,57,0,Known Pattern A,Ignored,Segment B,1,23,26,2,7,Opera,Linux,0,Intrusion
UDP,1336,1,DNS,1,22,0,Known Pattern B,Logged,Segment B,1,20,22,1,3,Mozilla,Windows,2,Intrusion
UDP,1212,1,HTTP,1,40,1,Known Pattern B,Blocked,Segment C,1,19,29,2,7,Mozilla,Macintosh,1,Intrusion
UDP,226,1,DNS,0,42,1,Known Pattern B,Ignored,Segment A,1,2,7,0,11,Mozilla,Windows,2,Intrusion
UDP,358,1,DNS,1,30,1,Known Pattern A,Logged,Segment C,1,18,6,5,2,Mozilla,Macintosh,1,Intrusion
UDP,1204,1,FTP,0,31,0,Known Pattern B,Ignored,Segment A,1,16,16,3,2,Mozilla,Android,2,Intrusion
UDP,1364,1,DNS,0,74,1,Known Pattern A,Logged,Segment A,1,9,4,2,3,Mozilla,Linux,1,Intrusion
TCP,415,1,DNS,0,32,0,Known Pattern A,Ignored,Segment A,1,14,24,4,2,Mozilla,Windows,1,Intrusion
TCP,439,1,DNS,0,62,1,Known Pattern B,Ignored,Segment B,1,7,18,1,1,Mozilla,Linux,1,Intrusion
UDP,1295,1,HTTP,0,36,1,Known Pattern B,Ignored,Segment C,1,11,22,5,2,Mozilla,Windows,1,Intrusion
TCP,754,1,FTP,1,92,1,Known Pattern A,Ignored,Segment C,1,17,23,5,9,Mozilla,Windows,1,Intrusion
UDP,164,1,FTP,1,67,0,Known Pattern A,Ignored,Segment C,1,3,3,6,5,Mozilla,Windows,0,Intrusion
ICMP,1161,1,DNS,0,73,1,Known Pattern B,Ignored,Segment C,1,16,25,5,7,Opera,Linux,2,Intrusion
TCP,349,1,HTTP,0,85,1,Known Pattern B,Blocked,Segment C,1,0,20,4,5,Mozilla,iPod,0,Intrusion
UDP,369,1,FTP,0,12,1,Known Pattern A,Logged,Segment B,1,12,18,5,12,Mozilla,iPod,2,Intrusion
UDP,945,1,FTP,0,46,1,Known Pattern A,Ignored,Segment B,1,0,28,4,1,Opera,Windows,1,Intrusion
UDP,1211,1,DNS,0,16,0,Known Pattern A,Ignored,Segment B,1,12,7,0,11,Mozilla,Windows,2,Intrusion
UDP,114,1,FTP,0,57,0,Known Pattern B,Blocked,Segment A,1,14,3,5,4,Mozilla,Windows,1,Intrusion
TCP,715,1,HTTP,0,47,1,Known Pattern B,Ignored,Segment A,1,8,10,4,7,Opera,Windows,0,Intrusion
ICMP,471,1,DNS,0,51,1,Known Pattern B,Blocked,Segment A,1,12,24,4,9,Mozilla,Windows,0,Intrusion
TCP,1124,1,FTP,0,7,0,Known Pattern A,Blocked,Segment A,1,22,24,6,5,Mozilla,iPod,0,Intrusion
TCP,303,1,HTTP,0,68,1,Known Pattern A,Logged,Segment C,1,16,27,1,7,Opera,Windows,1,Intrusion
UDP,809,1,FTP,0,23,0,Known Pattern A,Logged,Segment B,1,11,24,0,1,Mozilla,Macintosh,2,Intrusion
TCP,1209,1,DNS,1,62,0,Known Pattern A,Blocked,Segment A,1,3,13,1,6,Opera,Linux,0,Intrusion
TCP,1459,1,FTP,1,69,0,Known Pattern A,Logged,Segment B,1,1,22,2,7,Mozilla,Windows,0,Intrusion
ICMP,291,1,HTTP,0,72,0,Known Pattern A,Blocked,Segment A,1,0,22,5,10,Mozilla,Windows,1,Intrusion
ICMP,1221,1,FTP,0,69,0,Known Pattern A,Blocked,Segment C,1,13,17,0,4,Opera,Linux,1,Intrusion
UDP,156,1,DNS,1,51,0,Known Pattern A,Ignored,Segment B,1,14,25,1,2,Mozilla,iPod,0,Intrusion
UDP,471,1,HTTP,1,95,0,Known Pattern B,Blocked,Segment B,1,1,30,5,1,Mozilla,Windows,2,Intrusion
UDP,725,1,FTP,0,38,0,Known Pattern B,Blocked,Segment C,1,1,29,5,7,Mozilla,Windows,0,Intrusion
UDP,1274,1,FTP,1,67,1,Known Pattern A,Logged,Segment B,1,6,18,1,8,Mozilla,Macintosh,1,Intrusion
UDP,986,1,HTTP,0,18,0,Known Pattern A,Logged,Segment A,1,8,5,2,1,Mozilla,iPhone,0,Intrusion
ICMP,773,1,DNS,1,70,0,Known Pattern B,Ignored,Segment C,1,6,15,6,3,Mozilla,Windows,2,Intrusion
TCP,534,1,HTTP,0,50,0,Known Pattern B,Logged,Segment A,1,18,11,3,5,Mozilla,Android,1,Intrusion
TCP,386,1,FTP,0,5,1,Known Pattern A,Blocked,Segment B,1,7,21,3,7,Mozilla,Windows,0,Intrusion
ICMP,622,1,HTTP,1,16,1,Known Pattern A,Blocked,Segment C,1,14,22,1,9,Mozilla,Android,2,Intrusion
UDP,651,1,DNS,1,73,1,Known Pattern A,Blocked,Segment A,1,0,31,0,7,Opera,Linux,0,Intrusion
ICMP,1119,1,HTTP,0,46,0,Known Pattern A,Logged,Segment B,1,17,10,0,7,Mozilla,Windows,0,Intrusion
TCP,1193,1,HTTP,0,32,0,Known Pattern A,Logged,Segment C,1,8,26,3,8,Mozilla,Linux,2,Intrusion
UDP,710,1,HTTP,0,89,1,Known Pattern B,Ignored,Segment C,1,8,28,1,2,Mozilla,Linux,0,Intrusion
ICMP,401,1,DNS,1,33,1,Known Pattern B,Blocked,Segment B,1,16,5,0,4,Mozilla,Windows,2,Intrusion
UDP,526,1,HTTP,0,66,0,Known Pattern B,Blocked,Segment A,1,9,3,4,7,Mozilla,Windows,0,Intrusion
TCP,602,1,DNS,0,66,1,Known Pattern B,Logged,Segment C,1,9,27,0,6,Mozilla,Windows,2,Intrusion
UDP,1004,1,DNS,0,17,1,Known Pattern A,Logged,Segment A,1,13,17,4,1,Mozilla,Windows,2,Intrusion
TCP,237,1,DNS,0,80,0,Known Pattern A,Logged,Segment A,1,17,21,5,5,Mozilla,iPad,0,Intrusion
TCP,1357,1,HTTP,0,53,0,Known Pattern B,Ignored,Segment B,1,5,20,3,7,Opera,Linux,1,Intrusion
ICMP,347,1,FTP,0,61,0,Known Pattern B,Logged,Segment A,1,6,5,4,3,Mozilla,Linux,0,Intrusion
TCP,106,1,FTP,1,28,0,Known Pattern A,Blocked,Segment C,1,20,9,2,3,Mozilla,Windows,0,Intrusion
UDP,1095,1,FTP,1,28,1,Known Pattern B,Blocked,Segment B,1,8,9,4,12,Mozilla,iPad,2,Intrusion
UDP,127,1,HTTP,0,49,1,Known Pattern B,Blocked,Segment A,1,22,24,4,9,Mozilla,Macintosh,2,Intrusion
TCP,83,1,DNS,1,54,0,Known Pattern B,Ignored,Segment A,1,11,16,4,9,Mozilla,iPad,1,Intrusion
TCP,552,1,DNS,0,57,1,Known Pattern A,Ignored,Segment A,1,1,4,3,2,Opera,Linux,0,Intrusion
UDP,443,1,HTTP,0,27,1,Known Pattern B,Ignored,Segment A,1,3,29,0,11,Mozilla,Windows,0,Intrusion
ICMP,1207,1,FTP,0,12,0,Known Pattern A,Blocked,Segment C,1,17,25,4,11,Mozilla,Macintosh,0,Intrusion
ICMP,898,1,HTTP,0,76,0,Known Pattern B,Blocked,Segment A,1,6,7,3,9,Mozilla,Macintosh,0,Intrusion
UDP,1152,1,DNS,0,86,0,Known Pattern B,Blocked,Segment B,1,6,29,0,6,Mozilla,Linux,2,Intrusion
UDP,282,1,FTP,0,71,0,Known Pattern B,Logged,Segment C,1,0,14,0,3,Mozilla,Windows,2,Intrusion
UDP,863,1,FTP,1,71,0,Known Pattern A,Logged,Segment B,1,10,8,1,9,Mozilla,Macintosh,0,Intrusion
ICMP,779,1,FTP,0,66,1,Known Pattern A,Ignored,Segment A,1,5,21,5,5,Opera,Linux,1,Intrusion
TCP,1271,1,DNS,0,33,0,Known Pattern B,Logged,Segment B,1,7,26,3,11,Mozilla,Macintosh,1,Intrusion
UDP,1251,1,DNS,1,9,0,Known Pattern A,Logged,Segment C,1,9,29,6,8,Mozilla,Macintosh,0,Intrusion
ICMP,899,1,HTTP,1,70,1,Known Pattern A,Ignored,Segment B,1,2,10,2,5,Mozilla,Windows,1,Intrusion
UDP,799,1,HTTP,1,53,0,Known Pattern A,Blocked,Segment B,1,22,29,4,1,Mozilla,Windows,2,Intrusion
